birth_index,death_index,person,birthplace,birth_id,dyear,deathplace,death_id,birth_iso,birth_country,death_iso,death_country,placeflow1,placeflow2,placeflow3,placeflow4,placeflow5,placeflow6,placeflow7,placeflow8,placeflow9,placeflow10,placeflow11,placeflow12,countryflow1,countryflow2,countryflow3,countryflow4,countryflow5,countryflow6,countryflow7,countryflow8,countryflow9,countryflow10,countryflow11,countryflow12,birth_gross,death_gross,birth_show,death_show
"place001","place001","NA","Montreal","m052p7",,"Montreal","m052p7","CAN","Canada","CAN","Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,1,1
"place001","place002","Zoé Laurier","Montreal","m052p7",1921,"Ottawa","m05ksh","CAN","Canada","CAN","Canada",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,306,0,215,139,1,0
"place001","place003","NA","Montreal","m052p7",,"Toronto","m0h7h6","CAN","Canada","CAN","Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,285,1,1
"place001","place005","NA","Montreal","m052p7",,"Atlanta","m013yq","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,138,1,0
"place001","place006","NA","Montreal","m052p7",,"Baltimore","m094jv","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,336,1,1
"place001","place007","Frederick Mackenzie","Montreal","m052p7",1889,"Boston","m01cx_","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,215,527,1,1
"place001","place008","NA","Montreal","m052p7",,"Buffalo","m019fh","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,148,1,0
"place001","place010","NA","Montreal","m052p7",,"California","m01n7q","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,189,1,0
"place001","place011","NA","Montreal","m052p7",,"Chicago","m01_d4","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,970,1,1
"place001","place012","NA","Montreal","m052p7",,"Cincinnati","m01snm","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,294,1,1
"place001","place013","Hy Buller","Montreal","m052p7",1968,"Cleveland","m01sn3","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248,215,244,1,1
"place001","place014","NA","Montreal","m052p7",,"Dallas","m0f2rq","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,168,1,0
"place001","place015","NA","Montreal","m052p7",,"Denver","m02cl1","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,171,1,0
"place001","place016","Jacques Baby","Montreal","m052p7",1789,"Detroit","m02dtg","CAN","Canada","USA","USA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,215,271,1,1
"place001","place018","Frederick A. Thompson","Montreal","m052p7",1925,"Hollywood","m0f2wj","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163,0,215,655,1,1
"place001","place019","NA","Montreal","m052p7",,"Houston","m03l2n","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,160,1,0
"place001","place021","NA","Montreal","m052p7",,"Kansas City","m04f_d","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,140,1,0
"place001","place022","Fernand Rinfret","Montreal","m052p7",1939,"Los Angeles","m030qb3t","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,163,0,215,2421,1,1
"place001","place023","NA","Montreal","m052p7",,"Los Angeles County","m0kpys","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,139,1,0
"place001","place024","NA","Montreal","m052p7",,"Louisville","m0f__1","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,136,1,0
"place001","place025","NA","Montreal","m052p7",,"Manhattan","m0cc56","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,146,1,0
"place001","place026","NA","Montreal","m052p7",,"Milwaukee","m0dyl9","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,139,1,0
"place001","place029","NA","Montreal","m052p7",,"New Orleans","m0f2tj","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,236,1,1
"place001","place030","NA","Montreal","m052p7",,"New York","m059rby","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,319,1,1
"place001","place031","NA","Montreal","m052p7",,"New York City","m02_286","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,2652,1,1
"place001","place033","NA","Montreal","m052p7",,"Oakland","m0dc95","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,145,1,0
"place001","place037","NA","Montreal","m052p7",,"Philadelphia","m0dclg","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,709,1,1
"place001","place038","NA","Montreal","m052p7",,"Pittsburgh","m068p2","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,230,1,1
"place001","place039","NA","Montreal","m052p7",,"Portland","m02frhbc","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,213,1,1
"place001","place040","NA","Montreal","m052p7",,"Salt Lake City","m0f2r6","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,183,1,0
"place001","place041","NA","Montreal","m052p7",,"San Antonio","m0f2w0","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,135,1,0
"place001","place042","NA","Montreal","m052p7",,"San Diego","m071vr","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,210,1,1
"place001","place043","NA","Montreal","m052p7",,"San Francisco","m0d6lp","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,510,1,1
"place001","place045","NA","Montreal","m052p7",,"Santa Monica","m06_kh","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,286,1,1
"place001","place046","NA","Montreal","m052p7",,"Seattle","m0d9jr","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,158,1,0
"place001","place048","NA","Montreal","m052p7",,"St. Louis","m06wxw","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,376,1,1
"place001","place050","NA","Montreal","m052p7",,"Washington, D.C.","m0rh6k","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1063,1,1
"place001","place051","NA","Montreal","m052p7",,"Woodland Hills","m0k_p5","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,342,1,1
"place001","place053","NA","Montreal","m052p7",,"Vienna","m0fhp9","CAN","Canada","AUT","Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,786,1,1
"place001","place055","NA","Montreal","m052p7",,"Brussels","m0177z","CAN","Canada","BEL","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,201,1,1
"place001","place056","NA","Montreal","m052p7",,"Prague","m05ywg","CAN","Canada","CZE","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,250,1,1
"place001","place057","NA","Montreal","m052p7",,"Helsinki","m03khn","CAN","Canada","FIN","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,143,1,0
"place001","place060","NA","Montreal","m052p7",,"France","m0f8l9c","CAN","Canada","FRA","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,150,1,0
"place001","place067","Claude Vivier","Montreal","m052p7",1983,"Paris","m05qtj","CAN","Canada","FRA","France",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,215,1365,1,1
"place001","place070","Stephane Morin","Montreal","m052p7",1998,"Berlin","m0156q","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,215,1023,1,1
"place001","place071","NA","Montreal","m052p7",,"Cologne","m01v8c","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,185,1,1
"place001","place072","NA","Montreal","m052p7",,"Dresden","m09b9m","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,227,1,1
"place001","place073","NA","Montreal","m052p7",,"Frankfurt","m02z0j","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,222,1,1
"place001","place074","NA","Montreal","m052p7",,"Hamburg","m03hrz","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,337,1,1
"place001","place075","NA","Montreal","m052p7",,"Hanover","m03pbf","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,175,1,1
"place001","place076","NA","Montreal","m052p7",,"Leipzig","m04kf4","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,206,1,1
"place001","place077","NA","Montreal","m052p7",,"Munich","m02h6_6p","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,663,1,1
"place001","place079","NA","Montreal","m052p7",,"Stuttgart","m0727_","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,188,1,1
"place001","place081","NA","Montreal","m052p7",,"Budapest","m095w_","CAN","Canada","HUN","Hungary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,302,1,1
"place001","place082","NA","Montreal","m052p7",,"Dublin","m02cft","CAN","Canada","IRL","Ireland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,249,1,1
"place001","place085","Honoré Achim","Montreal","m052p7",1950,"Florence","m031y2","CAN","Canada","ITA","Italy",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,215,232,1,1
"place001","place087","NA","Montreal","m052p7",,"Milan","m0947l","CAN","Canada","ITA","Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,213,1,1
"place001","place088","NA","Montreal","m052p7",,"Naples","m0fhsz","CAN","Canada","ITA","Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,166,1,0
"place001","place090","NA","Montreal","m052p7",,"Rome","m06c62","CAN","Canada","ITA","Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,705,1,1
"place001","place092","NA","Montreal","m052p7",,"Turin","m07mgr","CAN","Canada","ITA","Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,142,1,0
"place001","place093","NA","Montreal","m052p7",,"Venice","m07_pf","CAN","Canada","ITA","Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,140,1,0
"place001","place094","NA","Montreal","m052p7",,"Amsterdam","m0k3p","CAN","Canada","NLD","Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,263,1,1
"place001","place098","NA","Montreal","m052p7",,"The Hague","m07g0_","CAN","Canada","NLD","Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,167,1,0
"place001","place099","NA","Montreal","m052p7",,"Auschwitz","m0v_x","CAN","Canada","POL","Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,132,1,1
"place001","place100","NA","Montreal","m052p7",,"Warsaw","m081m_","CAN","Canada","POL","Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,222,1,1
"place001","place101","NA","Montreal","m052p7",,"Wroc?aw","m0845b","CAN","Canada","POL","Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,167,1,0
"place001","place103","NA","Montreal","m052p7",,"Moscow","m04swd","CAN","Canada","RUS","Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,505,1,1
"place001","place105","NA","Montreal","m052p7",,"Madrid","m056_y","CAN","Canada","ESP","Spain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,231,1,1
"place001","place107","NA","Montreal","m052p7",,"Stockholm","m06mxs","CAN","Canada","SWE","Sweden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,236,1,1
"place001","place111","NA","Montreal","m052p7",,"Birmingham","m0k33p","CAN","Canada","GBR","United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,152,1,0
"place001","place113","NA","Montreal","m052p7",,"Cambridge","m0978r","CAN","Canada","GBR","United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,149,1,0
"place001","place114","NA","Montreal","m052p7",,"England","m02jx1","CAN","Canada","GBR","United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,311,1,0
"place001","place115","NA","Montreal","m052p7",,"Glasgow","m0hyxv","CAN","Canada","GBR","United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,166,1,0
"place001","place116","NA","Montreal","m052p7",,"Liverpool","m04lh6","CAN","Canada","GBR","United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,166,1,0
"place001","place117","Peter Charles Larkin","Montreal","m052p7",1930,"London","m04jpl","CAN","Canada","GBR","UK",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,215,1833,1,1
"place001","place119","NA","Montreal","m052p7",,"Oxford","m05l5n","CAN","Canada","GBR","United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,143,1,0
"place001","place124","NA","Montreal","m052p7",,"Melbourne","m0chgzm","CAN","Canada","AUS","Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,159,1,0
"place001","place125","NA","Montreal","m052p7",,"Sydney","m06y57","CAN","Canada","AUS","Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,229,1,1
"place001","place128","NA","Montreal","m052p7",,"Tokyo","m07dfk","CAN","Canada","JPN","Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,179,1,1
"place001","place129","NA","Montreal","m052p7",,"Buenos Aires","m01ly5m","CAN","Canada","ARG","Argentina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,143,1,0
"place001","place130","NA","Montreal","m052p7",,"Mexico City","m04sqj","CAN","Canada","MEX","Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,177,1,1
"place001","place14465","NA","Montreal","m052p7",,"Heidelberg","m0cm5m","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,159,1,0
"place001","place1516","Timothy Demonbreun","Montreal","m052p7",1826,"Nashville","m05jbn","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,215,152,1,0
"place001","place16473","NA","Montreal","m052p7",,"Indianapolis","m0ftxw","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,151,1,0
"place001","place20233","NA","Montreal","m052p7",,"New Haven","m0f2nf","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,149,1,0
"place001","place5079","NA","Montreal","m052p7",,"Columbus","m01smm","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,138,1,0
"place001","place9221","NA","Montreal","m052p7",,"Germany","m0345h","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,153,1,0
"place001","place9543","NA","Montreal","m052p7",,"Bonn","m0150n","CAN","Canada","DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,149,1,0
"place002","place001","Jean-Yves Bigras","Ottawa","m05ksh",1966,"Montreal","m052p7","CAN","Canada","CAN","Canada",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403,139,215,0,1
"place002","place002","NA","Ottawa","m05ksh",,"Ottawa","m05ksh","CAN","Canada","CAN","Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0
"place002","place003","Margaret Anglin","Ottawa","m05ksh",1958,"Toronto","m0h7h6","CAN","Canada","CAN","Canada",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,403,139,285,0,1
"place002","place005","NA","Ottawa","m05ksh",,"Atlanta","m013yq","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,138,0,0
"place002","place006","NA","Ottawa","m05ksh",,"Baltimore","m094jv","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,336,0,1
"place002","place007","NA","Ottawa","m05ksh",,"Boston","m01cx_","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,527,0,1
"place002","place008","NA","Ottawa","m05ksh",,"Buffalo","m019fh","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,148,0,0
"place002","place010","NA","Ottawa","m05ksh",,"California","m01n7q","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,189,0,0
"place002","place011","NA","Ottawa","m05ksh",,"Chicago","m01_d4","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,970,0,1
"place002","place012","NA","Ottawa","m05ksh",,"Cincinnati","m01snm","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,294,0,1
"place002","place013","NA","Ottawa","m05ksh",,"Cleveland","m01sn3","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,244,0,1
"place002","place014","NA","Ottawa","m05ksh",,"Dallas","m0f2rq","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,168,0,0
"place002","place015","NA","Ottawa","m05ksh",,"Denver","m02cl1","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,171,0,0
"place002","place016","NA","Ottawa","m05ksh",,"Detroit","m02dtg","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,271,0,1
"place002","place018","NA","Ottawa","m05ksh",,"Hollywood","m0f2wj","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,655,0,1
"place002","place019","NA","Ottawa","m05ksh",,"Houston","m03l2n","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,160,0,0
"place002","place021","NA","Ottawa","m05ksh",,"Kansas City","m04f_d","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,140,0,0
"place002","place022","Errol Taggart","Ottawa","m05ksh",1940,"Los Angeles","m030qb3t","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163,0,139,2421,0,1
"place002","place023","NA","Ottawa","m05ksh",,"Los Angeles County","m0kpys","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0
"place002","place024","NA","Ottawa","m05ksh",,"Louisville","m0f__1","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,136,0,0
"place002","place025","NA","Ottawa","m05ksh",,"Manhattan","m0cc56","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,146,0,0
"place002","place026","NA","Ottawa","m05ksh",,"Milwaukee","m0dyl9","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0
"place002","place029","NA","Ottawa","m05ksh",,"New Orleans","m0f2tj","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,236,0,1
"place002","place030","NA","Ottawa","m05ksh",,"New York","m059rby","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,319,0,1
"place002","place031","NA","Ottawa","m05ksh",,"New York City","m02_286","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2652,0,1
"place002","place033","NA","Ottawa","m05ksh",,"Oakland","m0dc95","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,145,0,0
"place002","place037","NA","Ottawa","m05ksh",,"Philadelphia","m0dclg","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,709,0,1
"place002","place038","NA","Ottawa","m05ksh",,"Pittsburgh","m068p2","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,230,0,1
"place002","place039","NA","Ottawa","m05ksh",,"Portland","m02frhbc","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,213,0,1
"place002","place040","NA","Ottawa","m05ksh",,"Salt Lake City","m0f2r6","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,183,0,0
"place002","place041","NA","Ottawa","m05ksh",,"San Antonio","m0f2w0","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,135,0,0
"place002","place042","NA","Ottawa","m05ksh",,"San Diego","m071vr","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,210,0,1
"place002","place043","NA","Ottawa","m05ksh",,"San Francisco","m0d6lp","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,510,0,1
"place002","place045","Lorne Greene","Ottawa","m05ksh",1987,"Santa Monica","m06_kh","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248,139,286,0,1
"place002","place046","NA","Ottawa","m05ksh",,"Seattle","m0d9jr","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,158,0,0
"place002","place048","NA","Ottawa","m05ksh",,"St. Louis","m06wxw","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,376,0,1
"place002","place050","NA","Ottawa","m05ksh",,"Washington, D.C.","m0rh6k","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1063,0,1
"place002","place051","NA","Ottawa","m05ksh",,"Woodland Hills","m0k_p5","CAN","Canada","USA","USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,342,0,1
"place002","place053","NA","Ottawa","m05ksh",,"Vienna","m0fhp9","CAN","Canada","AUT","Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,786,0,1
"place002","place055","NA","Ottawa","m05ksh",,"Brussels","m0177z","CAN","Canada","BEL","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,201,0,1
"place002","place056","NA","Ottawa","m05ksh",,"Prague","m05ywg","CAN","Canada","CZE","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,250,0,1
